         211828 function calls (211189 primitive calls) in 2.652 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       16    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       24    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      228    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       16    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
      154    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'read' of 'pandas._libs.parsers.TextReader' objects}
      119    0.012    0.000    0.012    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       16    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
        9    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
      342    0.001    0.000    0.003    0.000 {method 'remove' of 'list' objects}
       19    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      191    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      105    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       92    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       19    0.000    0.000    0.003    0.000 {method 'sort' of 'list' objects}
       19    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
      107    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       38    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
       18    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
     1806    0.001    0.000    0.001    0.000 {method 'swapaxes' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
    42617    0.015    0.000    0.015    0.000 {method 'union' of 'set' objects}
       77    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedWriter' objects}
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.clean_index_list}
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_dtype}
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
       20    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_float}
        5    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_iterator}
       30    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_list_like}
       26    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_scalar}


[1, 0.9999999987349752, 0.9999999987686694, 0.9999999987612653, 0.9999999987686943, 0.9999999987687511, 0.9999999987686992, 0.9999999896731435, 0.9999999987687178, 0.9999999987613222, 0.999999998768661, 0.9999999987686943, 0.9999999987611516, 0.9999999896730867, 0.9999999987349752, 0.9999999896730867, 0.9999999896730867, 0.9999999987613222, 0.9999948046007003, 0.9999999896730298] GBR 20 2.663594961166382
